-1.988976597785949707e-01,3.708931207656860352e-01,1.029111003875732422e+01,3.416931533813476562e+01,5.051214218139648438e+01,5.471576690673828125e+01,4.437767410278320312e+01,2.848011016845703125e+01,1.527353763580322266e+01,9.451171875000000000e+00,4.736927032470703125e+00,3.070035934448242188e+00,2.772300004959106445e+00,1.212959647178649902e+00,1.871526360511779785e+00,4.988631606101989746e-01,2.528142929077148438e-01,1.627086848020553589e-01,-1.393456161022186279e-01,7.166262865066528320e-01
3.476383984088897705e-01,9.129830598831176758e-01,1.899849128723144531e+01,7.664979553222656250e+01,1.445938720703125000e+02,1.905923461914062500e+02,2.043904418945312500e+02,1.905744476318359375e+02,1.593438568115234375e+02,1.212656097412109375e+02,7.998460388183593750e+01,4.760395812988281250e+01,2.706518936157226562e+01,1.177716350555419922e+01,6.512135028839111328e+00,2.734983682632446289e+00,-1.305115222930908203e+00,-1.944896429777145386e-01,-1.331361055374145508e+00,1.572100877761840820e+00
-3.459616601467132568e-01,6.517490148544311523e-01,1.797499275207519531e+01,6.339144134521484375e+01,1.060436401367187500e+02,1.243876724243164062e+02,1.167459869384765625e+02,9.135754394531250000e+01,5.989643096923828125e+01,3.230606460571289062e+01,1.590987873077392578e+01,6.316765785217285156e+00,2.439517021179199219e+00,8.994321227073669434e-01,6.219878792762756348e-01,3.566487431526184082e-01,-4.993510991334915161e-02,5.675502121448516846e-02,7.006741315126419067e-02,4.879042506217956543e-02
-1.165602728724479675e-01,3.589199781417846680e-01,7.319268226623535156e+00,3.274153900146484375e+01,6.101321029663085938e+01,8.241829681396484375e+01,9.228785705566406250e+01,8.985198974609375000e+01,7.997530364990234375e+01,6.498133087158203125e+01,4.879526519775390625e+01,3.230987930297851562e+01,1.925190162658691406e+01,1.039913940429687500e+01,6.318766117095947266e+00,2.569567918777465820e+00,1.037010908126831055e+00,7.498188018798828125e-01,-2.188608050346374512e-04,3.822483122348785400e-01
-3.851454257965087891e-01,7.333960533142089844e-01,2.656408119201660156e+01,9.196292877197265625e+01,1.583591461181640625e+02,1.904691619873046875e+02,1.838354339599609375e+02,1.492044982910156250e+02,1.021855010986328125e+02,5.686375045776367188e+01,2.683733749389648438e+01,8.685137748718261719e+00,1.269415020942687988e+00,-9.991595149040222168e-01,-1.079280734062194824e+00,-5.274291634559631348e-01,-9.522709995508193970e-02,-7.616382837295532227e-02,2.228624522686004639e-01,-1.069039106369018555e-01
-2.020496875047683716e-01,5.976092815399169922e-01,1.473518848419189453e+01,5.001031494140625000e+01,7.871263122558593750e+01,8.872850036621093750e+01,7.753368377685546875e+01,5.555245208740234375e+01,3.337882995605468750e+01,1.813820457458496094e+01,8.780117988586425781e+00,4.372857570648193359e+00,2.835454463958740234e+00,1.405190348625183105e+00,1.459921598434448242e+00,4.931481480598449707e-01,-5.009721964597702026e-02,7.636456191539764404e-02,-1.173678413033485413e-01,4.130943417549133301e-01
-2.840303480625152588e-01,2.218962013721466064e-01,7.954956054687500000e+00,2.724141311645507812e+01,3.981738662719726562e+01,4.303475952148437500e+01,3.507621383666992188e+01,2.276522254943847656e+01,1.281851768493652344e+01,9.236532211303710938e+00,5.425048351287841797e+00,3.735644102096557617e+00,3.354341983795166016e+00,1.323911666870117188e+00,2.075889587402343750e+00,5.841565728187561035e-01,3.769738674163818359e-01,1.440989822149276733e-01,-1.072126850485801697e-01,8.088070750236511230e-01
-5.682231113314628601e-02,4.920379221439361572e-01,1.269008731842041016e+01,4.065541839599609375e+01,5.940553283691406250e+01,6.376827239990234375e+01,5.006048202514648438e+01,3.059213447570800781e+01,1.528226280212402344e+01,9.109519958496093750e+00,4.026135921478271484e+00,2.873024702072143555e+00,2.836642742156982422e+00,1.332035064697265625e+00,1.868350028991699219e+00,3.931288123130798340e-01,8.918184041976928711e-02,8.367221057415008545e-02,-2.010363042354583740e-01,7.281655669212341309e-01
-7.580264210700988770e-01,5.549479126930236816e-01,3.763652420043945312e+01,1.317844085693359375e+02,2.351775207519531250e+02,2.924921264648437500e+02,2.937567443847656250e+02,2.505377197265625000e+02,1.828925476074218750e+02,1.106957473754882812e+02,5.522550582885742188e+01,1.923845291137695312e+01,4.060292243957519531e+00,-3.114238739013671875e+00,-2.754331827163696289e+00,-1.918601632118225098e+00,-1.321989297866821289e-01,-4.831992983818054199e-01,3.850778341293334961e-01,3.801600933074951172e-01
-3.013486623764038086e+00,8.685947656631469727e-01,1.495773983001708984e+01,9.228428649902343750e+01,1.728204193115234375e+02,2.499730224609375000e+02,2.875378723144531250e+02,3.006684875488281250e+02,2.940249328613281250e+02,2.594181213378906250e+02,2.174139862060546875e+02,1.650937805175781250e+02,1.084791870117187500e+02,6.422373199462890625e+01,4.085296630859375000e+01,1.660619163513183594e+01,2.131466865539550781e+00,2.954521417617797852e+00,1.230523705482482910e+00,1.924657583236694336e+00
