,0,1,2,3,4,5,6,7
0,46.7073111087083,1.8547591753304,-4.91004906594753,7.49103733152151,16.13362276926636,-2.192992947995662,-11.12653627991676,0.66338101029396
1,23.0246308818459,-1.380226429086178,-5.12999907508492,-3.73373366892337,46.3197976201772,8.28398607578128,-6.67505460605025,-1.6315793171525
2,-32.199389088898,2.7191664557904,-3.34662237018346,-1.638410091400146,30.446614831686,-10.67418953776359,5.42627105116844,-4.3037198074162
3,13.4687130972743,0.883584231138229,11.1906356401741,-5.24917740002274,42.7654538233764,8.23098054528236,2.76165103912353,-1.25574705004692
4,11.34168817847967,-1.03883071988821,1.359018564224243,5.721072706393897,31.33459316194057,11.31953354179859,-1.298371344804763,12.41682175546884
5,3.2725912481546,-7.21309587359428,-4.98237397521734,10.79132719710469,-18.19012781232595,9.68997582048177,5.70385537296533,-16.72519097477197
6,5.72142978757619,1.962772548198,-1.866417095065116,1.409517087042331,41.70118917524814,7.06633543223142,-12.70183455944061,-0.3787443567998707
7,-3.097129309549927,2.674146773293614,0.734519310295581,6.75124111771583,-55.0397953130304,8.11755585297942,-1.78054624795913,10.12634821236133
8,-28.30133888497948,4.49727630987763,6.19080302119255,3.786844536662101,-48.6355602298863,6.49710097536444,-4.86747187748551,14.48655946552753
9,36.88294487446546,25.2385715693235,33.1527118384838,21.71720685623586,79.5405047684907,32.6754351332783,26.5534401591867,24.73371218703687
10,84.2267213612794,80.848146066069,110.809501722455,100.3071482814848,168.5373937748372,88.2376029044389,99.7291324362158,134.539518069475
11,209.635848686099,182.6334598064422,209.571658283472,218.7961488068103,212.8688366115093,244.0959447622299,238.6058619245886,225.1281670182943
12,379.5817301869392,347.0291835069656,362.508752703666,339.250089541077,347.715332001447,390.892700314521,376.8306771516,376.399279177188
13,580.245011955499,575.609372615814,604.473823547363,614.774553596973,605.065682530403,612.535695135593,643.698567092418,649.564485371112
14,816.27508342266,835.09678220748,888.3316167593,836.845156729221,930.318772554397,903.2336635589,929.51653945446,930.185598373413
15,1100.060887217521,1107.864615440368,1210.592021942138,1104.996838390827,1252.083229660987,1186.656277418136,1217.290939211845,1253.20979952812
16,1420.399286746978,1414.281687974929,1576.285168409347,1501.034770965576,1562.9025850296,1597.18506515026,1619.023541092872,1580.936011075973
17,1772.260583162307,1756.77129292488,1946.188820838928,1870.224876403808,1907.74080872535,1871.959078788757,1896.410466909408,1937.031779170036
18,2151.481698751449,2134.129282236099,2320.41351699829,2254.719293236732,2332.566460371017,2330.274793863296,2449.1220896244,2404.944704294204
19,2544.379839897155,2487.333681583404,2731.09438693523,2603.282790780067,2711.24152183532,2714.643328428268,2840.05263066291,2862.56994724273
20,2790.882413387298,2834.339208602905,3032.49553418159,2938.14340615272,3006.739057064056,3019.175915241241,3057.68167066574,3100.56416273117
21,3175.42677140235,3194.13851785659,3451.637693881988,3423.350010156631,3512.81119894981,3483.87568712234,3667.16655039787,3572.315776586532
22,3441.081618070602,3555.58651924133,3789.170276641845,3830.896441459655,3788.373766422271,3904.56064367294,3963.198801040649,3907.231853961944
23,3802.02447462081,3955.56221675872,4160.12527036666,4134.65863370895,4233.60378217697,4192.71923208236,4363.64781427383,4239.59889221191
24,3958.73577404022,4086.001981258392,4435.200862884521,4328.31174230575,4426.85960531234,4452.57546091079,4537.52301836013,4498.93472337722
25,4291.931425094604,4557.58934259414,4809.00675320625,4751.5878264904,4762.01564216613,4836.70369195938,5008.103762865066,4861.71356773376
26,4556.72867441177,4772.72587776184,5089.82170629501,5095.39012050628,5042.89984846115,5071.40722131729,5176.35406517982,5061.38347840309
27,4640.18701076507,4909.55831241607,5285.49690985679,5268.982042074203,5284.81810188293,5199.96370649337,5351.894463539123,5282.64388108253
28,4827.77557945251,5142.985859394073,5449.83495569229,5327.91160225868,5363.56218338012,5451.59631586074,5634.9906740188,5481.70296740531
29,4895.32752871513,5329.01307487487,5646.79458022117,5588.59696507453,5626.58865022659,5631.57216215133,5658.39540481567,5571.47354030609
30,5078.34097003936,5396.01881027221,5898.03562068939,5674.54141521453,5646.21727895736,5719.28204774856,5973.33785176277,5651.65070343017
31,5080.63760089874,5613.95102787017,5959.68388605117,5825.29682922363,5843.738807201385,5886.97872161865,6136.55798316001,5733.40654158592
32,5177.42125034332,5655.05481147766,5977.14762020111,5843.1241569519,5890.05030536651,5965.8136191368,6107.64210057258,5771.26945376396
33,5076.087444543838,5640.24246692657,5985.53814339637,5869.82368707656,5869.97412729263,5958.466985225677,6072.0400378704,5818.4324057102
34,5103.08621454238,5563.31052207946,5947.01408267021,5869.53573226928,5856.93531417846,5896.20829319953,6053.53179335594,5715.06826853752
35,5066.52953195571,5560.84382343292,5898.66142082214,5933.64410114288,5632.01240801811,5853.79246950149,6031.23666834831,5651.64265155792
36,4894.73417210578,5546.21582078933,5674.51816558837,5766.79484844207,5824.60557603836,5777.34074163436,5952.61995768547,5594.9168243408
37,4715.15100955963,5431.90276813507,5674.47632217407,5683.043166399,5597.4921991825,5753.37713336944,5797.158112764358,5477.61494040489
38,4694.78694224357,5285.45725965499,5536.48360681533,5516.59708189964,5464.22746872901,5543.9673230648,5744.03706097602,5268.09274184703
39,4453.06649804115,5121.02450752258,5431.5508600473,5420.28329229354,5266.11556839942,5381.73149585723,5467.68664622306,5169.5467723608
40,4329.71079373359,4979.96880722045,5252.39813446998,5252.37894809246,5128.27553105354,5252.55707371234,5357.11778569221,4846.73372077941
41,4181.84836626052,4811.65817356109,5139.94134378433,5119.80196988582,4963.72258114814,5076.7575272321,5198.353945255279,4814.99147444963
42,3965.703551411628,4596.95816802978,4821.32555830478,4833.5300939083,4656.0351026058,4886.84453260898,4864.4314258098,4460.16696053743
43,3798.940075039863,4476.005285263061,4763.24325752258,4700.55109085142,4517.9011188745,4735.01063680648,4737.49748206138,4352.94136154651
44,3686.394344568252,4327.86319780349,4505.429188728332,4676.13041457533,4311.84726834297,4471.23001766204,4621.102172851562,4088.40587903559
45,3445.86726033687,4038.490301609039,4276.33750486373,4336.22393992543,4139.90529286861,4352.90583705902,4240.15291798114,3809.84751478582
46,3251.787710309028,3838.35460424423,4011.76575148105,4109.35346023738,3869.55325448513,4057.5083489418,3984.456155121326,3719.01891365647
47,2998.9588420093,3631.850527286529,3769.53602343797,3879.127303183078,3707.264598369598,3847.086731359362,3818.06093597412,3381.9246970117
48,2943.680193305015,3431.91695713996,3547.52399152517,3705.54847107082,3475.78332340717,3668.024741224944,3622.363503158092,3346.23621764779
49,2507.975352864712,3157.403010129928,3292.131747961044,3530.52261468768,3155.55613559484,3350.498283319175,3292.936307251453,2982.744335032999
50,2438.302139371633,3001.157640218734,3095.537737548351,3211.474148623645,3034.986439496278,3164.338573876768,3131.867017269134,2806.16261795908
51,2292.94322320818,2802.57629835605,2850.56798896193,3146.27827505394,2778.332172453403,2957.65192883089,2911.57226258516,2588.01278946548
52,2091.44824176281,2583.831019163131,2729.731783434748,2887.47627432458,2655.028591871261,2853.89533039927,2702.23827133327,2478.770408004522
53,1927.287753492593,2278.374506056308,2489.499016106128,2640.2875923961,2365.601551458239,2601.192065045237,2423.412028327584,2212.69999836571
54,1742.498576082289,2198.853206992149,2332.34243134409,2394.53380616754,2263.09855161979,2465.143959771841,2298.257824376225,2077.29739373736
55,1665.655481770634,2049.35205650329,2202.2082144143,2314.962725643068,2032.871278434991,2285.53703922033,2145.35078423842,1976.766351494472
56,1473.381670311093,1875.87826013565,1978.331305049359,2108.639010712504,1920.30819550156,2144.292328868061,1842.230529785156,1853.96878872811
57,1366.330740645527,1633.091451533138,1800.668151304125,1886.580175809562,1708.767905581742,1910.17782946676,1640.770668834447,1691.01482148468
58,1220.027594015002,1506.9839476291,1595.98572266846,1790.733668070286,1546.861620396375,1762.009867750108,1478.853677336126,1509.25914126634
59,1084.856625206768,1324.21755579486,1448.266406990587,1629.616475315764,1415.42190073616,1588.130538488738,1337.86996408458,1309.83931800723
60,1020.31194473803,1230.533674838952,1331.079588817432,1510.447214536368,1277.70641390979,1523.23246179521,1226.14034739136,1225.665687710046
61,930.600989237427,1124.306565733626,1180.99680186063,1315.23883318901,1124.133138719946,1348.211256667971,1093.948007509112,1052.979926965199
62,817.9136365205,961.4327224791,1101.921475373208,1196.41464431956,983.970165893435,1264.757243931293,953.5785719603,982.540111402049
63,697.396854225546,896.52289652824,1016.108505062758,1079.30926933512,901.4717072136,1188.17397409677,859.139935016632,869.780544102191
64,640.401468455791,767.178984548896,880.43621347844,969.71760593075,754.113031316548,1032.457669388502,727.878594495356,801.000671513378
65,567.357125170528,688.220679732039,832.612419858574,863.07578343898,733.891244404017,981.964174740016,710.043302774429,720.378031263127
66,515.862673122435,662.848387673497,679.777360280975,778.21861799061,619.811234002932,843.212427824735,594.969999335706,630.476828150451
67,429.322998389601,531.11828264594,618.115055546164,602.844028719235,559.60002578049,744.466424312442,479.22138018161,564.187019165605
68,452.6064543947577,455.219362080097,535.106147244572,600.528900368139,533.53910395503,675.480425458401,417.819582492113,505.9825185015797
69,350.424806803464,394.1852673925459,468.901062965393,512.624401174485,463.9266970455646,567.977020770311,326.4834007248282,465.879658102989
70,358.268832399218,370.75427814573,464.143866483122,508.997024580836,365.97418275475,595.028240308165,358.779873244464,401.287032082676
71,315.270113456994,293.3139782790094,396.325046243146,397.5392261743545,416.409024059772,509.222765993326,273.7213130369782,358.3352054804563
72,303.0774486805312,263.194426991045,383.0298783630132,419.7537795081734,301.8767740130424,443.9721101382747,288.1231995224952,305.5919990912
73,249.967004805803,228.361488051712,281.8684052303433,292.6712410897016,294.222441986203,382.191913889721,201.806306857615,269.875826239585
74,199.2679748311638,210.382423292845,297.891153730452,229.469818078912,185.2190819308161,347.724735550582,179.3139257133,258.558564081788
75,180.4232613295316,209.0319551583379,265.2370044142,203.517837278544,224.9452574253082,321.7993691042065,137.564794875681,193.7042985558509
76,205.311156574636,151.702772389166,245.9611264634877,179.380037471652,136.7720681726932,256.300236659124,207.2921337857842,179.1571603715419
77,173.0908229015767,153.2042515389621,191.928298950195,171.0634478926658,184.426968201994,216.4560071974992,129.5232017487287,136.8564275279641
78,153.3631868548691,125.4259413750842,174.7509492412209,145.8017872422933,190.0484184920787,205.1025025583803,83.5571598410606,122.17720984295
79,150.785759641788,131.9440970420837,183.159492958337,149.0138426572084,166.5299420729279,190.7066954383626,101.899665698409,124.6075405701994
80,132.34347310476,76.256286572082,140.9954652227461,79.6805002316832,53.151687510311,135.399062955752,95.549322836101,73.997515335679
81,122.8470623418688,73.3108486644923,88.2275603935122,94.985901908017,100.87444075942,149.112922668457,37.4088017828762,86.4692463241517
82,109.1197478026151,64.742137015797,86.8659938648343,65.3381990268826,87.6095773130655,106.9520438537001,56.9867392405867,67.5695451274514
83,87.7814800739288,54.91142155975103,85.5967548638582,56.85744140297174,51.8174844235181,94.6595961079001,44.1533051431179,74.8440593630075
84,43.5958708310499,44.7422814806923,43.97425058856606,47.9033579677343,115.0684645622968,90.9947917461395,18.5411075949668,52.6938431896269
85,32.66362595558166,36.4237718656659,39.4269962348043,34.1469047255814,68.1764052174985,74.2522634877823,21.187208667397,51.61530109494924
86,59.64453479647636,21.58394733071327,43.90799112617969,36.749704554677,22.90980324149131,62.6114084878936,16.60871115326881,41.1127624679356
87,32.62388022243976,14.79878465086221,30.49727395176887,20.02722110971808,36.0348290763795,62.95136666670441,3.8972139246761,37.79322257637977
88,40.7656786888837,28.295748672448,37.889813164249,29.24284506961703,80.5301621216349,56.535906931385,7.34289908059872,38.343322138302
89,19.1810350716114,15.47805052995681,24.31366820633411,37.9833940789103,72.0888238772749,23.07745207101106,13.73501239717006,26.2762759365141
90,4.89858494699001,6.19888650625944,17.20207364112138,19.50448170676827,-35.2009530514478,17.31578750908374,6.20925323665142,23.7100840210914
