,rel_error[%],rel_error_mean[%],rel_error_std[%]
0,9.410359,16.29056,17.535881
1,2.4326768,16.29056,17.535881
2,14.716297,16.29056,17.535881
3,71.2296,16.29056,17.535881
4,11.505363,16.29056,17.535881
5,5.49442,16.29056,17.535881
6,8.401828,16.29056,17.535881
7,0.30757248,16.29056,17.535881
8,5.8494086,16.29056,17.535881
9,9.889373,16.29056,17.535881
10,13.5052395,16.29056,17.535881
11,11.1473,16.29056,17.535881
12,20.92231,16.29056,17.535881
13,15.554798,16.29056,17.535881
14,27.425566,16.29056,17.535881
15,10.551717,16.29056,17.535881
16,24.99939,16.29056,17.535881
17,10.700393,16.29056,17.535881
18,13.133287,16.29056,17.535881
19,7.979005,16.29056,17.535881
20,5.786768,16.29056,17.535881
21,17.140427,16.29056,17.535881
22,64.89032,16.29056,17.535881
23,12.954505,16.29056,17.535881
24,9.1870365,16.29056,17.535881
25,42.102497,16.29056,17.535881
26,7.9969726,16.29056,17.535881
27,6.479531,16.29056,17.535881
28,9.790172,16.29056,17.535881
29,7.8945875,16.29056,17.535881
30,19.277084,16.29056,17.535881
31,13.373831,16.29056,17.535881
32,14.80958,16.29056,17.535881
33,4.7106214,16.29056,17.535881
34,13.915643,16.29056,17.535881
35,8.36346,16.29056,17.535881
36,11.020131,16.29056,17.535881
37,12.031411,16.29056,17.535881
38,14.623249,16.29056,17.535881
39,58.781666,16.29056,17.535881
40,71.25256,16.29056,17.535881
41,6.38835,16.29056,17.535881
42,51.011555,16.29056,17.535881
43,4.606229,16.29056,17.535881
44,16.059875,16.29056,17.535881
45,13.60933,16.29056,17.535881
46,2.2202718,16.29056,17.535881
47,2.299,16.29056,17.535881
48,10.032186,16.29056,17.535881
49,0.12983514,16.29056,17.535881
50,25.225275,16.29056,17.535881
51,2.881437,16.29056,17.535881
52,1.4376134,16.29056,17.535881
53,4.112812,16.29056,17.535881
54,18.424345,16.29056,17.535881
55,17.093138,16.29056,17.535881
56,3.248157,16.29056,17.535881
57,2.9565127,16.29056,17.535881
58,2.3271148,16.29056,17.535881
59,13.606083,16.29056,17.535881
60,81.37963,16.29056,17.535881
61,13.609868,16.29056,17.535881
62,2.267969,16.29056,17.535881
63,91.64027,16.29056,17.535881
64,13.426359,16.29056,17.535881
65,31.108284,16.29056,17.535881
66,13.63741,16.29056,17.535881
67,11.249514,16.29056,17.535881
68,2.0250628,16.29056,17.535881
69,6.524843,16.29056,17.535881
70,11.236427,16.29056,17.535881
71,13.58649,16.29056,17.535881
72,14.91419,16.29056,17.535881
73,16.409761,16.29056,17.535881
74,2.0241997,16.29056,17.535881
75,12.014367,16.29056,17.535881
76,2.7215667,16.29056,17.535881
77,5.5100913,16.29056,17.535881
78,32.317844,16.29056,17.535881
79,4.4591446,16.29056,17.535881
80,19.200478,16.29056,17.535881
81,0.9884356,16.29056,17.535881
82,1.2268456,16.29056,17.535881
83,17.07296,16.29056,17.535881
84,12.574191,16.29056,17.535881
85,18.271984,16.29056,17.535881
86,15.671129,16.29056,17.535881
87,11.711396,16.29056,17.535881
88,11.972642,16.29056,17.535881
89,0.29359254,16.29056,17.535881
90,7.76015,16.29056,17.535881
91,11.298359,16.29056,17.535881
92,9.086294,16.29056,17.535881
93,15.91225,16.29056,17.535881
94,8.614176,16.29056,17.535881
95,36.22556,16.29056,17.535881
96,16.70788,16.29056,17.535881
97,9.98625,16.29056,17.535881
98,12.173002,16.29056,17.535881
99,12.121038,16.29056,17.535881
100,11.145608,16.29056,17.535881
101,5.2699184,16.29056,17.535881
102,13.884936,16.29056,17.535881
103,7.9800663,16.29056,17.535881
104,5.0445766,16.29056,17.535881
105,28.693449,16.29056,17.535881
106,29.695839,16.29056,17.535881
107,12.077055,16.29056,17.535881
108,87.275764,16.29056,17.535881
109,2.9202158,16.29056,17.535881
110,20.401741,16.29056,17.535881
111,13.9968,16.29056,17.535881
112,19.847267,16.29056,17.535881
113,12.969955,16.29056,17.535881
114,12.388869,16.29056,17.535881
115,31.825771,16.29056,17.535881
116,15.970321,16.29056,17.535881
117,11.698847,16.29056,17.535881
118,41.726948,16.29056,17.535881
119,14.681114,16.29056,17.535881
120,29.126692,16.29056,17.535881
121,14.343839,16.29056,17.535881
122,10.593031,16.29056,17.535881
123,35.29023,16.29056,17.535881
124,6.805862,16.29056,17.535881
125,21.183395,16.29056,17.535881
126,17.523544,16.29056,17.535881
127,7.13492,16.29056,17.535881
128,15.212019,16.29056,17.535881
129,37.597485,16.29056,17.535881
130,7.0540113,16.29056,17.535881
131,45.031593,16.29056,17.535881
132,8.204519,16.29056,17.535881
133,9.236576,16.29056,17.535881
134,12.0642185,16.29056,17.535881
135,8.75974,16.29056,17.535881
136,53.288525,16.29056,17.535881
137,16.635916,16.29056,17.535881
138,10.630151,16.29056,17.535881
139,92.86916,16.29056,17.535881
140,0.88148785,16.29056,17.535881
141,15.406105,16.29056,17.535881
142,0.27952558,16.29056,17.535881
143,3.817118,16.29056,17.535881
144,5.5621924,16.29056,17.535881
145,13.380967,16.29056,17.535881
146,4.027723,16.29056,17.535881
147,9.576982,16.29056,17.535881
148,10.970477,16.29056,17.535881
149,37.97346,16.29056,17.535881
150,0.017203022,16.29056,17.535881
151,7.2705293,16.29056,17.535881
152,0.25661656,16.29056,17.535881
153,21.557358,16.29056,17.535881
154,1.5225468,16.29056,17.535881
155,12.893759,16.29056,17.535881
156,10.818977,16.29056,17.535881
157,6.253317,16.29056,17.535881
158,19.491055,16.29056,17.535881
159,11.713864,16.29056,17.535881
160,12.140835,16.29056,17.535881
161,1.0717037,16.29056,17.535881
162,63.252224,16.29056,17.535881
163,7.93435,16.29056,17.535881
164,17.907974,16.29056,17.535881
165,11.160397,16.29056,17.535881
166,1.4000403,16.29056,17.535881
167,14.578569,16.29056,17.535881
168,13.7761545,16.29056,17.535881
169,3.8592155,16.29056,17.535881
170,14.809455,16.29056,17.535881
171,0.45829806,16.29056,17.535881
172,73.08535,16.29056,17.535881
173,31.571623,16.29056,17.535881
174,10.333857,16.29056,17.535881
175,14.18792,16.29056,17.535881
176,21.811756,16.29056,17.535881
177,0.29354468,16.29056,17.535881
178,5.0226526,16.29056,17.535881
179,11.753944,16.29056,17.535881
