,epoch,mean,std
0,10,-0.9249448114285712,19.7830998405803
1,20,-0.4755166200000008,19.782985649510405
2,30,-0.7015298457142861,19.782984748241613
3,40,-0.4617756507142857,19.78298484181692
4,50,-0.5390691885714284,19.78298474783035
5,60,-0.5210014392857141,19.78298478312326
6,70,-0.5155371664285705,19.782984760501677
7,80,-0.5190254885714286,19.782984745593712
8,90,-0.517980361428572,19.782984771844447
9,100,-0.5178430578571425,19.782984723636954
