,epoch,mean,std
0,10,84.52595703333333,9.829647216970459
1,20,5.245434347,23.433776331581896
2,30,0.723792901733333,6.777732652488496
3,40,0.3539009208833333,6.407160698879225
4,50,0.30191548631111115,6.141018217141541
5,60,0.30109716718888896,6.047732508393938
6,70,0.34875555397111113,6.023406685420172
7,80,0.3618847962777778,6.010048941457389
8,90,0.36640465436277747,6.005497217816913
9,100,0.3675646103933333,6.004604450797926
