,0,1,2,3,4,5,6,7,8,9
0,0.72706417366862,-121.3606336675584,12.11795634031295,28.275070047006,-12.98481526784598,208.0816261619329,12.5168860256671,84.6124591501429,62.0301730707287,11.03920516185462
1,6.84812731295824,-72.2611896693706,114.2161726951599,55.8419800028204,165.1435072496533,169.6670521665364,-89.8564826399087,181.7702251374721,159.475087003782,186.7318812385201
2,3306.811459422111,3586.44789505004,3792.6663981676,3818.7481997013,3786.39208364486,3543.386095523834,3619.783130407333,3615.6875321865,3823.130815505981,3618.141114711761
3,12281.07722449302,12450.15357303619,13693.60104656219,13302.8593711853,13930.73410415649,12561.27036380767,12793.6711988449,12855.94705486297,13773.1426467895,13005.32230854034
4,21871.17740678787,22221.8183307647,24131.19479465484,23472.39971542358,24805.2901916503,22343.62788009643,23126.3224115371,22334.40106582641,24402.56886863708,23235.64993858337
5,27565.7277069091,28022.195869445,30421.1107759475,29297.2037115097,31133.47885894775,29238.9956321716,30070.09494590759,27804.5657567977,30602.2194395065,29283.6809291839
6,28362.36233925819,29219.72419357299,31355.29851818084,29780.4499425888,31943.471052169,30520.03569889068,30621.6294145584,28432.5030994415,31129.8686423301,29895.94230270385
7,24839.1226511001,25630.8541297912,27309.35393905639,26084.229371547,27692.6776723861,27533.1472311019,27355.0266418457,24599.22746777534,27231.68349266052,26222.14047527313
8,19216.62464219331,20566.688268661,21466.65155935287,20406.39953011274,21606.7626524716,22170.62646579742,21851.7617254257,19063.09774625301,21386.06822715699,20850.5831503868
9,13126.20994290709,14832.81749439239,14876.89313039183,14497.1677594408,14960.6325302124,16103.68798971176,15285.30031085014,13279.55708754807,15077.37003225088,14570.93901276588
10,8435.21580459177,9707.62698411941,9390.81503430008,9649.37940689921,9401.69260285794,10777.36986017227,9630.18111175298,8562.59922664612,9728.5341834053,9641.5094704926
11,4713.08414764329,5278.29557295143,5184.02188432216,5816.30283101648,5334.59774367511,6406.9248971939,5443.63929623365,5013.90848115086,5744.93940469622,5730.94686298072
12,2275.286293134093,2590.498208748176,2374.39472085237,3291.75122749432,2654.7115328721,3373.64718389511,2466.087564259767,2606.542838618159,2942.262112051248,3244.04939860478
13,1307.651610264554,1315.947871536016,1139.8661333397,1811.211248762905,1251.158973202109,1933.423236727714,830.217772692441,1210.221324048936,1619.109869092702,1720.070503696799
14,642.407876178622,563.270896479487,478.0515729412436,1028.26262329518,549.282346770167,655.66898423433,436.472170576453,463.3519830619916,814.016151752322,720.412198733538
15,219.1775730103254,263.427196860313,267.720819160342,373.471984175965,246.8887873627245,213.2606950253248,141.8988474234938,159.134586609,339.4677309803664,344.131032891571
16,88.5101295560598,125.787205800414,134.4220249988138,172.8811606429517,81.4143174262717,-6.92991138529032,-298.2283680159598,77.5232439618557,153.4707028269767,27.97634340450167
17,-3.68237306922674,65.7685603816062,5.26356576383113,0.259795229882001,-72.4386229366064,199.8649625927209,78.5909197069704,81.5019891560077,-35.9656584113836,-0.067611224949359
18,-23.7771328985691,32.4648211151361,-37.37253756448626,23.3575692102313,5.89058429747819,21.59540513902902,166.4243245199322,-18.13559361547231,2.5813445309177,1.104682959616184
19,50.5589863806963,31.792605727910995,-17.038596853613853,5.946582912001759,5.058345736004412,-22.76701506972313,183.79347304999828,-76.36001627147198,-34.200955517590046,-28.185030665248632
