,epoch,mean,std
0,10,30.876507133999993,20.043250686974478
1,20,1.1987691423611113,6.162814785453755
2,30,2.061398716383333,5.851292185962708
3,40,1.1575124220666666,5.7801933251214
4,50,1.2276886186111111,5.734773728275997
5,60,1.2029057258333333,5.7795744216819775
6,70,1.227142390438889,5.772166630084107
7,80,1.2227469622722222,5.768728500840026
8,90,1.2155922554277774,5.764359760362003
9,100,1.212210165905555,5.763386832408734
