,epoch,mean,std
0,10,-61.1624972962963,188.45291654487173
1,20,-12.893430551851857,105.58549766534902
2,30,-2.4513615925925953,96.16145248750087
3,40,-5.8168646685185195,91.88422709544959
4,50,-3.427722361111114,90.31304635099802
5,60,-3.4393061203703676,89.5608408779335
6,70,-3.013239766666667,89.48786447669038
7,80,-2.45469398518519,89.45068706245769
8,90,-2.6090740833333355,89.45241633693121
9,100,-2.6361888148148154,89.45384183473652
