,0,1,2,3,4,5,6,7
0,0.826754737645387,4.88326307386159,1.105149529874324,-10.9519759863615,-0.1418078020215034,6.15286994725465,1.1315363869071,1.883788572624325
1,-1.734481707215309,-3.480469893664121,10.238129466772,9.82855732738971,-11.22985208407044,-5.47108991816639,-1.779783902689814,-8.38815021514892
2,-18.2204976715147,-17.496311549097,-15.9982191501185,-2.626592012587934,-4.91263741254806,3.021402888000011,13.00042806565761,-6.30135817453265
3,-18.50719213485717,7.52565007656812,12.2490431331098,-4.99016528204083,-2.57965607196092,-2.3966511785984,-0.203905835747718,-7.661553662270307
4,4.57694563269615,-13.89533579349517,-0.885437563061714,-7.59702840447425,2.27393063530325,6.7114645987749,5.35163465887308,11.99920892715454
5,7.07757728174328,-8.4262144938111,-4.23894919082522,13.13205552846193,-7.57270894944667,4.39036621781997,-1.286628700792789,9.39418493211269
6,23.7640660256147,-15.10188019648194,-11.36059443652629,-2.688670869916677,-2.002828476950526,-1.229903139173984,-7.3787932917475,-2.047714173793792
7,5.31805698573589,-1.70460890233516,1.92465474456548,6.47737808525562,1.724374715238809,1.606897573918104,0.776079243049025,-5.82817945629358
8,27.9579062312841,3.50041380152106,24.47861903905868,5.73802455049008,0.0295791532844305,2.04898817837238,2.768750965595245,-6.64548748731613
9,40.64256090857088,21.03550557792186,40.6729773506522,46.4040466900914,13.8964938707649,25.88181229308247,30.2884304262697,26.9265504851937
10,89.6695514470338,89.4098563715815,101.8902366757392,99.89896646142,90.1763352900743,110.5405035614967,97.8241010159254,108.8528985232114
11,225.476623237133,210.9601331353187,246.609155476093,230.6468104720115,212.6062715053558,219.5500828623771,225.961620748043,207.383544772863
12,371.646850585937,356.9461915493011,403.501146674156,363.599839419126,365.3227960467338,376.009579926729,358.031393885612,382.8611841797828
13,591.987813234329,581.409996449947,657.340189278125,623.747060894966,622.741319537162,652.058020591735,640.701892912387,639.794200181961
14,852.336012721061,834.136395454406,925.613550186157,912.477907657623,858.169806659221,918.061609268188,937.042606353759,889.840001106262
15,1050.588926792144,1140.221292734146,1194.161672830581,1193.840997755527,1160.88319706916,1204.419904470443,1212.487458825111,1194.888849496841
16,1376.139818668365,1419.010578632354,1589.4624929428,1528.810201287269,1502.469434738159,1577.734092473983,1571.04100036621,1534.003355503082
17,1703.607316970825,1739.23518896102,1955.039097785949,1902.389150142669,1811.925399065017,1928.577467441558,1877.11780214309,1847.340418577194
18,2110.261697530746,2154.0719872713,2363.945544958114,2332.36602294445,2226.73330664634,2368.187037944793,2403.746164321899,2279.2836494445
19,2452.42747831344,2488.557717442512,2805.340478420257,2687.548048138618,2662.109955787658,2769.432589054107,2820.17237567901,2685.606398105621
20,2694.3357982635,2757.05518269538,3114.63901805877,3020.42505002021,2947.4714632034,3054.77124071121,3062.377997875213,2978.151035547256
21,3078.54001402854,3218.90088891983,3506.04262709617,3490.809922933578,3335.819482803344,3467.915903329849,3598.84565210342,3439.425067186355
22,3347.4303133487,3559.96375274658,3996.53932714462,3863.43086242675,3657.279108524322,3904.12701892852,3939.955284595489,3776.02772903442
23,3770.85336828231,3953.33245944976,4418.94372916221,4253.15683984756,4081.501149177551,4270.16099929809,4354.4142692089,4022.278248786926
24,3950.10464859008,4129.75978851318,4602.43165159225,4436.443305253982,4306.53129339218,4464.46347570419,4501.21549606323,4259.52410912513
25,4265.81522870063,4484.31688070297,4939.345082283,4847.92510223388,4695.87578296661,4912.00523233413,4935.53709626197,4712.90319061279
26,4448.4658191204,4774.805487632751,5276.43468570709,5090.42214250564,4836.09586691856,5125.48186945915,5235.31833100318,5000.00604104995
27,4594.58665275573,4858.087088584,5454.7886614799,5292.0477528572,5114.6162965297,5274.42473340034,5303.44866681098,5155.52840185165
28,4815.15809106826,5071.33766222,5509.760923147201,5396.34940695762,5272.27979326248,5420.11423707008,5621.90679788589,5386.66386842727
29,4920.31126546859,5291.37178897857,5843.43306469917,5663.61775159835,5449.16736555099,5624.09547376632,5666.04282832145,5396.40632128715
30,4992.67126893997,5324.339982271194,5956.37859225273,5791.29727005958,5546.82560825347,5643.1554965972,5916.43013477325,5534.470804214477
31,5035.92918181419,5441.20194745063,6021.43349123001,5839.501600503921,5724.57810473442,5876.378891229629,6045.2557182312,5589.5333738327
32,5158.02733659744,5508.34351944923,6141.23235964775,5981.1686701774,5775.71324706077,5888.36036181449,6058.98614907264,5616.0825161933
33,5163.0292994976,5594.42307019233,6075.29981613159,5902.57806825637,5788.35607719421,5908.54433536529,6068.99006021022,5686.97049593925
34,5028.19128394126,5511.26963043212,6050.44031929969,5957.64362215995,5696.65022563934,5859.991705179214,5990.042183399,5611.88970303535
35,4944.95471239,5425.770650863647,5993.7794177532,5922.31930589675,5564.14475226402,5799.3366589546,5898.79450178146,5604.28024458885
36,4929.58357787132,5429.746802091598,5933.84440183639,5796.52650666236,5701.11732983589,5750.21088290214,5919.56205582618,5470.91758239269
37,4805.03439569473,5326.15118718147,5818.54460859298,5762.31895446777,5540.6934697628,5746.8386182785,5773.47161889076,5323.03943133354
38,4711.3365197181,5141.97013664245,5639.49970197677,5594.32653975486,5359.173847675323,5483.7886583805,5591.3673217296,5255.71003615856
39,4535.45684814453,4984.7452900409,5444.68297839164,5483.39140510559,5192.49360847473,5405.731788873672,5395.6320567727,5139.587080121
40,4308.860984563827,4897.16847968101,5290.05858135223,5288.50312125682,5076.7571328878,5215.38070893287,5177.2294973731,4928.1561371088
41,4156.62988185882,4738.469822287559,5153.23963212966,5086.067554771,4864.16747522354,5019.22871434688,5096.43339127302,4767.76415383815
42,3959.891445279121,4561.71441113948,4768.32651484012,4842.28675746917,4638.386482238769,4791.9288444519,4780.77633029222,4483.7733469009
43,3882.285711884498,4340.5905740261,4762.4115757942,4761.75083831697,4561.94271957874,4607.64929592609,4687.26555591821,4290.141286194324
44,3714.20742928981,4160.76183724403,4577.91931843757,4621.41317647695,4284.09077298641,4378.26083004474,4492.77629190683,4136.35487002134
45,3469.499720215797,3924.90803599357,4221.83827745914,4347.55899655818,4075.122117578983,4310.98705619573,4177.48256595432,3897.374228268861
46,3243.794537067413,3730.013615727424,4046.468572735786,4130.1596900373,3877.943381130695,4038.92590133845,3986.065782502293,3758.4076791703
47,2927.09364581108,3442.706489052623,3784.26046097278,3866.67833250761,3627.40451674908,3770.31776677072,3693.29174698144,3512.72374903783
48,2870.166596651077,3291.51083138585,3554.16751642525,3664.547944515943,3476.594274565577,3672.203739177435,3538.604744240641,3286.902777791023
49,2639.626894295215,3082.34401068091,3271.53120139241,3444.02973404526,3155.492737203836,3336.3022721763,3219.103862047195,2950.97056633979
50,2396.26381027698,2903.24985266849,3092.571158058941,3306.42198904603,2978.577884845435,3174.598799075931,3082.649735048413,2917.6546537131
