,0,1,2,3
0,0.0,0.0,0.0,0.0
1,122.0,122.0,122.0,132.0
2,3989.0,3727.0,4130.0,3741.0
3,13865.0,13338.0,14769.0,13430.0
4,23860.0,23510.0,25936.0,23567.0
5,29930.0,29489.0,31781.0,29346.0
6,30306.0,30488.0,32042.0,29831.0
7,26265.0,26311.0,27918.0,25436.0
8,20216.0,20667.0,21744.0,19358.0
9,13990.0,14606.0,15282.0,13049.0
10,9158.0,9511.0,9884.0,8042.0
11,5177.0,5555.0,5964.0,4553.0
12,2495.0,2845.0,3385.0,2238.0
13,1112.0,1466.0,1870.0,1112.0
14,426.0,598.0,934.0,441.0
15,132.0,185.0,380.0,110.0
16,34.0,44.0,132.0,17.0
17,1.0,1.0,23.0,0.0
18,0.0,0.0,2.0,0.0
19,0.0,0.0,0.0,0.0
