,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.00033036008244380355
12,0.0009910802473314106
13,0.0009910802473314106
14,0.0016518004122190177
15,0.002973240741994232
16,0.002312520577106625
17,0.004955401236657053
18,0.009910802473314106
19,0.006276841566432267
20,0.008259002061095089
21,0.009580442390870303
22,0.011892962967976928
23,0.010901882720645517
24,0.013544763438403606
25,0.020151965087279677
26,0.02114304539281875
27,0.022134125814773142
28,0.023125206236727536
29,0.022464485780801624
30,0.024116286251228303
31,0.028080607356969267
32,0.028741327405441552
33,0.030393128050491214
34,0.03303600859362632
35,0.03534852899610996
36,0.033036008826456964
37,0.030723487958312035
38,0.028741327580064535
39,0.0310538480989635
40,0.03171456843847409
41,0.030723488074727356
42,0.024446646450087428
43,0.027089527109637856
44,0.026098446862306446
45,0.025107366440352052
46,0.02477700653253123
47,0.0237859261687845
48,0.025768086954485625
49,0.018830524990335107
50,0.020482325518969446
51,0.01916088507277891
52,0.015857284190133214
53,0.015196564083453268
54,0.01717872463632375
55,0.015857284248340875
56,0.014866204001009464
57,0.012884043448138982
58,0.015857284248340875
59,0.011562603118363768
60,0.007928641978651285
61,0.010241162730380893
62,0.0075982819544151425
63,0.005616121517959982
64,0.011232243035919964
65,0.005616121459752321
66,0.00561612140154466
67,0.002973240741994232
68,0.004294681071769446
69,0.003633960906881839
70,0.0033036008826456964
71,0.004294681071769446
72,0.002312520577106625
73,0.0033036008826456964
74,0.0013214403297752142
75,0.0013214403297752142
76,0.0009910802473314106
77,0.0006607201648876071
78,0.0016518004122190177
79,0.00033036008244380355
80,0.00033036008244380355
81,0.00033036008244380355
82,0.0
83,0.00033036008244380355
84,0.0
85,0.00033036008244380355
86,0.00033036008244380355
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
