,0,1,2,3,4,5,6,7
82,49.0,19.0,57.0,43.0,12.0,62.0,64.0,14.0
83,43.0,7.0,50.0,35.0,16.0,45.0,42.0,7.0
84,31.0,8.0,22.0,25.0,12.0,35.0,36.0,7.0
85,18.0,6.0,20.0,25.0,6.0,21.0,28.0,2.0
86,13.0,2.0,23.0,16.0,4.0,21.0,21.0,3.0
87,16.0,3.0,16.0,14.0,6.0,22.0,19.0,5.0
88,8.0,3.0,7.0,7.0,3.0,9.0,9.0,2.0
89,3.0,0.0,8.0,6.0,1.0,7.0,6.0,0.0
90,2.0,0.0,8.0,5.0,0.0,6.0,6.0,0.0
91,1.0,0.0,2.0,4.0,1.0,4.0,5.0,0.0
92,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0
93,2.0,0.0,3.0,6.0,0.0,4.0,5.0,0.0
94,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
