,epoch,mean,std
0,10,895.3920408722223,609.1951884207045
1,20,895.3931422351666,609.196188132507
2,30,895.3952686858335,609.1961607214795
3,40,895.3924128796667,609.1961842571227
4,50,895.3937393488886,609.1962029182013
5,60,895.3950761477777,609.1962249347929
6,70,895.3938595304442,609.1962278518621
7,80,895.3936517397777,609.1962283843992
8,90,895.3936035085001,609.1962282656732
9,100,895.3936102309447,609.1962283264423
10,110,895.3936302333333,609.1962283293873
