,epoch,mean,std
0,10,35.67898622222224,630.7876690291323
1,20,-46.82031351851853,584.2181765455401
2,30,-24.342194018518516,542.17068766911
3,40,-29.237744870370367,527.8694482751408
4,50,-33.883826240740724,517.9212858068706
5,60,-33.09951103703706,514.3974369626203
6,70,-32.310223703703706,513.7289505282898
7,80,-32.735639907407396,513.2808507788388
8,90,-32.93323790740742,513.1150500365733
9,100,-32.93854174074071,513.0832445332225
