,0,1,2,3
0,0.0,0.0,0.0,0.0
1,105.0,141.0,123.0,126.0
2,3893.0,4159.0,3843.0,3781.0
3,13764.0,14198.0,13213.0,13502.0
4,23825.0,24591.0,23418.0,23480.0
5,30000.0,30655.0,28641.0,29698.0
6,31334.0,30843.0,29340.0,30069.0
7,27087.0,26290.0,25653.0,26698.0
8,21725.0,19931.0,20741.0,21276.0
9,15314.0,13625.0,14999.0,14853.0
10,10008.0,8486.0,10002.0,9637.0
11,5679.0,4901.0,6022.0,5523.0
12,2938.0,2378.0,3279.0,2777.0
13,1560.0,1214.0,1703.0,1277.0
14,684.0,536.0,772.0,574.0
15,309.0,179.0,279.0,201.0
16,110.0,56.0,80.0,52.0
17,14.0,5.0,15.0,2.0
18,2.0,0.0,2.0,0.0
19,0.0,0.0,0.0,0.0
